observation_id,source,dataset,source_file,source_rows,source_poll_id,source_question_id,source_race_id,sample_group_id,cycle,geography,geography_type,election_date,poll_start,poll_end,poll_date,date_basis,source_available_date,days_to_election,pollster,population,sample_size,methodology,partisan,source_url,dem_share,rep_share,dem_rep_margin,non_dem_rep_share,response_coverage,reported_answer_sum,outcome_id,matchup_status,selection_status,scalar_seat_mapping_ready,quality_flags,source_stage,source_seat_name,tracking,hypothetical,superseded_by,original_dem_share,original_rep_share,estimate_basis,survey_sample_size,estimate_sample_size,estimate_source,original_outcome_id,original_matchup_status,join_reference_version,canonical_firm,publisher_id,rating_id,rating_name,sponsor_ids,sponsor_names,series_key,identity_basis,rating_family_key,rolling_method_evidence,canonical_sample_group_id,sample_identity_status
538_archive:generic_ballot:4176,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4176,50719,80066,8273,538:50719,2018,US,national,2018-11-06,2017-12-13,2017-12-16,2017-12-16,field_end,2017-12-20,325,OH Predictive Insights,lv,1004.0,Online Opt-In Panel,REP,http://createsend.com/t/i-00D7F4F3E193DB052540EF23F30FEDED,0.475,0.37799999999999995,0.097,0.147,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.475,0.37799999999999995,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,noble predictive insights,1293,235,Noble Predictive Insights,784,ConservAmerica,noble predictive insights|ids:784,archive_rows_verified,rating:235,,538:50719,source_id_only
538_archive:generic_ballot:4177,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4177,50713,80051,8273,538:50713,2018,US,national,2018-11-06,2017-12-12,2017-12-16,2017-12-16,field_end,2017-12-19,325,Ipsos,rv,2188.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.43200000000000005,0.318,0.114,0.25,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.43200000000000005,0.318,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50713,source_id_only
538_archive:generic_ballot:4178,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4178,50713,80055,8273,538:50713,2018,US,national,2018-11-06,2017-12-12,2017-12-16,2017-12-16,field_end,2017-12-19,325,Ipsos,a,2657.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.38299999999999995,0.273,0.11,0.344,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.38299999999999995,0.273,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50713,source_id_only
538_archive:generic_ballot:4179,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4179,50700,80028,8273,538:50700,2018,US,national,2018-11-06,2017-12-13,2017-12-15,2017-12-15,field_end,2017-12-17,326,Hart Research Associates/Public Opinion Strategies,rv,736.0,Live Phone,,http://msnbcmedia.msn.com/i/MSNBC/Sections/17505%20NBCWSJ%20December%20Poll%20(12-17-17%20Release).pdf,0.5,0.39,0.11,0.11,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.5,0.39,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,hart research associates/public opinion strategies,1292,221,Hart Research Associates/Public Opinion Strategies,"132,276",NBC News | Wall Street Journal,"hart research associates/public opinion strategies|ids:132,276",archive_rows_verified,rating:221,,538:50700,source_id_only
538_archive:generic_ballot:4180,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4180,50714,80052,8273,538:50714,2018,US,national,2018-11-06,2017-12-11,2017-12-15,2017-12-15,field_end,2017-12-19,326,Ipsos,rv,2100.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.42200000000000004,0.33399999999999996,0.088,0.244,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.42200000000000004,0.33399999999999996,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50714,source_id_only
538_archive:generic_ballot:4181,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4181,50714,80056,8273,538:50714,2018,US,national,2018-11-06,2017-12-11,2017-12-15,2017-12-15,field_end,2017-12-19,326,Ipsos,a,2538.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.381,0.28800000000000003,0.093,0.331,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.381,0.28800000000000003,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50714,source_id_only
538_archive:generic_ballot:4182,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4182,50695,80019,8273,538:50695,2018,US,national,2018-11-06,2017-12-10,2017-12-14,2017-12-14,field_end,2017-12-15,327,Ipsos,rv,1889.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.423,0.33299999999999996,0.09,0.244,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.423,0.33299999999999996,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50695,source_id_only
538_archive:generic_ballot:4183,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4183,50695,80022,8273,538:50695,2018,US,national,2018-11-06,2017-12-10,2017-12-14,2017-12-14,field_end,2017-12-15,327,Ipsos,a,2298.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.38,0.28600000000000003,0.094,0.334,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.38,0.28600000000000003,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50695,source_id_only
538_archive:generic_ballot:4184,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4184,50696,80020,8273,538:50696,2018,US,national,2018-11-06,2017-12-09,2017-12-13,2017-12-13,field_end,2017-12-15,328,Ipsos,rv,1513.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.424,0.325,0.099,0.251,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.424,0.325,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50696,source_id_only
538_archive:generic_ballot:4185,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4185,50696,80023,8273,538:50696,2018,US,national,2018-11-06,2017-12-09,2017-12-13,2017-12-13,field_end,2017-12-15,328,Ipsos,a,1841.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.382,0.28300000000000003,0.099,0.335,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.382,0.28300000000000003,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50696,source_id_only
538_archive:generic_ballot:4186,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4186,50689,80008,8273,538:50689,2018,US,national,2018-11-06,2017-12-11,2017-12-12,2017-12-12,field_end,2017-12-14,329,Public Policy Polling,rv,862.0,IVR/Online Opt-In Panel,,https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf,0.51,0.4,0.11,0.09,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.51,0.4,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,public policy polling,383,263,Public Policy Polling,,,public policy polling|unspecified,archive_rows_verified,rating:263,,538:50689,source_id_only
538_archive:generic_ballot:4187,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4187,50666,79976,8273,538:50666,2018,US,national,2018-11-06,2017-12-10,2017-12-12,2017-12-12,field_end,2017-12-13,329,Monmouth University Polling Institute,rv,702.0,Live Phone,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_121317/,0.51,0.36,0.15,0.13,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.51,0.36,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,monmouth university polling institute,320,215,Monmouth University Polling Institute,,,monmouth university polling institute|unspecified,archive_rows_verified,rating:215,,538:50666,source_id_only
538_archive:generic_ballot:4188,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4188,50667,79980,8273,538:50667,2018,US,national,2018-11-06,2017-12-10,2017-12-12,2017-12-12,field_end,2017-12-13,329,YouGov,rv,1328.0,Online Matched Sample,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gptk5yjub1/econTabReport.pdf,0.44,0.36,0.08,0.2,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.44,0.36,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,yougov,568,391,YouGov,352,Economist,yougov|ids:352,archive_rows_verified,rating:391,,538:50667,source_id_only
538_archive:generic_ballot:4189,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4189,50697,80021,8273,538:50697,2018,US,national,2018-11-06,2017-12-08,2017-12-12,2017-12-12,field_end,2017-12-15,329,Ipsos,rv,1185.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.425,0.331,0.094,0.244,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.425,0.331,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50697,source_id_only
538_archive:generic_ballot:4190,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4190,50697,80024,8273,538:50697,2018,US,national,2018-11-06,2017-12-08,2017-12-12,2017-12-12,field_end,2017-12-15,329,Ipsos,a,1464.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.373,0.287,0.086,0.34,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.373,0.287,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50697,source_id_only
538_archive:generic_ballot:4191,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4191,50657,79981,8273,538:50657,2018,US,national,2018-11-06,2017-12-08,2017-12-11,2017-12-11,field_end,2017-12-13,330,Morning Consult,rv,1955.0,Online Opt-In Panel,,https://www.politico.com/f/?id=00000160-4b8b-d2ac-a1f2-fbff7cee0001,0.41,0.36,0.05,0.23,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.41,0.36,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,morning consult,1189,218,Morning Consult,538,Politico,morning consult|ids:538,archive_rows_verified,rating:218,,538:50657,source_id_only
538_archive:generic_ballot:4192,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4192,50660,79965,8273,538:50660,2018,US,national,2018-11-06,2017-12-07,2017-12-11,2017-12-11,field_end,2017-12-12,330,Ipsos,rv,1175.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.41,0.341,0.069,0.249,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.41,0.341,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50660,source_id_only
538_archive:generic_ballot:4193,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4193,50660,79969,8273,538:50660,2018,US,national,2018-11-06,2017-12-07,2017-12-11,2017-12-11,field_end,2017-12-12,330,Ipsos,a,1442.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.366,0.299,0.067,0.335,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.366,0.299,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50660,source_id_only
538_archive:generic_ballot:4194,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4194,50658,79979,8273,538:50658,2018,US,national,2018-11-06,2017-12-06,2017-12-11,2017-12-11,field_end,2017-12-13,330,Quinnipiac University,rv,1211.0,Live Phone,,https://poll.qu.edu/images/polling/us/us12132017_upil22.pdf/,0.49,0.37,0.12,0.14,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.49,0.37,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,quinnipiac university,396,267,Quinnipiac University,,,quinnipiac university|unspecified,archive_rows_verified,rating:267,,538:50658,source_id_only
538_archive:generic_ballot:4195,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4195,50661,79966,8273,538:50661,2018,US,national,2018-11-06,2017-12-06,2017-12-10,2017-12-10,field_end,2017-12-12,331,Ipsos,rv,1157.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.418,0.322,0.096,0.26,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.418,0.322,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50661,source_id_only
538_archive:generic_ballot:4196,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4196,50661,79970,8273,538:50661,2018,US,national,2018-11-06,2017-12-06,2017-12-10,2017-12-10,field_end,2017-12-12,331,Ipsos,a,1413.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.374,0.28800000000000003,0.086,0.338,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.374,0.28800000000000003,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50661,source_id_only
538_archive:generic_ballot:4197,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4197,50662,79967,8273,538:50662,2018,US,national,2018-11-06,2017-12-05,2017-12-09,2017-12-09,field_end,2017-12-12,332,Ipsos,rv,1206.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.424,0.32299999999999995,0.101,0.253,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.424,0.32299999999999995,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50662,source_id_only
538_archive:generic_ballot:4198,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4198,50662,79971,8273,538:50662,2018,US,national,2018-11-06,2017-12-05,2017-12-09,2017-12-09,field_end,2017-12-12,332,Ipsos,a,1463.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.385,0.29100000000000004,0.094,0.324,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.385,0.29100000000000004,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50662,source_id_only
538_archive:generic_ballot:4199,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4199,50663,79968,8273,538:50663,2018,US,national,2018-11-06,2017-12-04,2017-12-08,2017-12-08,field_end,2017-12-12,333,Ipsos,rv,1234.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.415,0.331,0.084,0.254,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.415,0.331,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50663,source_id_only
538_archive:generic_ballot:4200,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4200,50663,79972,8273,538:50663,2018,US,national,2018-11-06,2017-12-04,2017-12-08,2017-12-08,field_end,2017-12-12,333,Ipsos,a,1499.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.376,0.295,0.081,0.329,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.376,0.295,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50663,source_id_only
538_archive:generic_ballot:4201,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4201,50655,79951,8273,538:50655,2018,US,national,2018-11-06,2017-12-04,2017-12-07,2017-12-07,field_end,2017-12-12,334,Marist College,rv,1079.0,Live Phone,,http://maristpoll.marist.edu/wp-content/misc/usapolls/us171204_KoC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_December%202017.pdf#page=3,0.5,0.37,0.13,0.13,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.5,0.37,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,marist college,1205,183,Marist University,,,marist college|unspecified,archive_rows_verified,rating:183,,538:50655,source_id_only
538_archive:generic_ballot:4202,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4202,50649,79940,8273,538:50649,2018,US,national,2018-11-06,2017-12-03,2017-12-07,2017-12-07,field_end,2017-12-10,334,Ipsos,rv,1234.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.413,0.335,0.078,0.252,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.413,0.335,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50649,source_id_only
538_archive:generic_ballot:4203,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4203,50649,79943,8273,538:50649,2018,US,national,2018-11-06,2017-12-03,2017-12-07,2017-12-07,field_end,2017-12-10,334,Ipsos,a,1499.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.37799999999999995,0.302,0.076,0.32,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.37799999999999995,0.302,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50649,source_id_only
538_archive:generic_ballot:4204,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4204,50650,79941,8273,538:50650,2018,US,national,2018-11-06,2017-12-02,2017-12-06,2017-12-06,field_end,2017-12-10,335,Ipsos,rv,1247.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.41200000000000003,0.344,0.068,0.244,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.41200000000000003,0.344,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50650,source_id_only
538_archive:generic_ballot:4205,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4205,50650,79944,8273,538:50650,2018,US,national,2018-11-06,2017-12-02,2017-12-06,2017-12-06,field_end,2017-12-10,335,Ipsos,a,1532.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.376,0.305,0.071,0.319,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.376,0.305,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50650,source_id_only
538_archive:generic_ballot:4206,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4206,50636,79919,8273,538:50636,2018,US,national,2018-11-06,2017-12-03,2017-12-05,2017-12-05,field_end,2017-12-06,336,YouGov,rv,1337.0,Online Matched Sample,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jhdmzhxe6k/econTabReport.pdf,0.42,0.36,0.06,0.22,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.42,0.36,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,yougov,568,391,YouGov,352,Economist,yougov|ids:352,archive_rows_verified,rating:391,,538:50636,source_id_only
538_archive:generic_ballot:4207,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4207,50651,79942,8273,538:50651,2018,US,national,2018-11-06,2017-12-01,2017-12-05,2017-12-05,field_end,2017-12-10,336,Ipsos,rv,1258.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.40700000000000003,0.36,0.047,0.233,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.40700000000000003,0.36,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50651,source_id_only
538_archive:generic_ballot:4208,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4208,50651,79945,8273,538:50651,2018,US,national,2018-11-06,2017-12-01,2017-12-05,2017-12-05,field_end,2017-12-10,336,Ipsos,a,1550.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.369,0.312,0.057,0.319,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.369,0.312,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50651,source_id_only
538_archive:generic_ballot:4209,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4209,50628,79902,8273,538:50628,2018,US,national,2018-11-06,2017-11-30,2017-12-04,2017-12-04,field_end,2017-12-05,337,Ipsos,rv,1276.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,0.41,0.371,0.039,0.219,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.41,0.371,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50628,source_id_only
538_archive:generic_ballot:4210,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4210,50628,79906,8273,538:50628,2018,US,national,2018-11-06,2017-11-30,2017-12-04,2017-12-04,field_end,2017-12-05,337,Ipsos,a,1552.0,Online Opt-In Panel,,http://polling.reuters.com/#poll/TM1212Y17/,0.37200000000000005,0.324,0.048,0.304,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,TRUE,,,0.37200000000000005,0.324,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,ipsos,241,154,Ipsos,71,Reuters,ipsos|ids:71,archive_rows_verified,rating:154,,538:50628,source_id_only
538_archive:generic_ballot:4211,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4211,50627,79893,8273,538:50627,2018,US,national,2018-11-06,2017-11-29,2017-12-04,2017-12-04,field_end,2017-12-05,337,Quinnipiac University,rv,1508.0,Live Phone,,https://poll.qu.edu/images/polling/us/us12052017_ufrt567.pdf/,0.5,0.36,0.14,0.14,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.5,0.36,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,quinnipiac university,396,267,Quinnipiac University,,,quinnipiac university|unspecified,archive_rows_verified,rating:267,,538:50627,source_id_only
538_archive:generic_ballot:4212,538_archive,generic_ballot,historical/tables/538_archive_generic_ballot.csv,4212,50635,79916,8273,538:50635,2018,US,national,2018-11-06,2017-12-01,2017-12-03,2017-12-03,field_end,2017-12-06,338,Morning Consult,rv,1997.0,Online Opt-In Panel,,https://morningconsult.com/wp-content/uploads/2017/12/171117_crosstabs_POLITICO_v1_AP-1.pdf,0.4,0.38,0.02,0.22,exported_party_choices,,2018-US-house-popular-vote-source-only,generic_party_question,retained_no_time_filter,False,,general,Generic,,,,0.4,0.38,,,,,2018-US-house-popular-vote-source-only,generic_party_question,normalized:20260916T160901.748097Z,morning consult,1189,218,Morning Consult,,,morning consult|unspecified,archive_rows_verified,rating:218,,538:50635,source_id_only
